"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"Q9Z2I0",0.1100475342,0.1429861645,0.0695673083,0.1967881465,0.1811018393,0.1603584014,0.0860133575,0.0531372483,"unknown"
"Q9Z2U1",0.1189986881,0.0827713793,0.0650896705,0.0624206515,0.040757627,0.0428309648,0.0314686514,0.5556623674,"unknown"
"B2RWW6",0.0811801432,0.1154119613,0.0655319639,0.1351711521,0.1763323956,0.1750566357,0.1659235271,0.0853922211,"unknown"
"E9QMX3",0.1546654489,0.2181063536,0.0437740224,0.1648924218,0.1204855378,0.1485211292,0.0620068898,0.0875481963,"unknown"
"Q3TDH6",0.0355257452,0.0550140563,0.0194567137,0.1263106683,0.4011544181,0.3132637407,0.0399905812,0.0092840766,"unknown"
"Q3TF18",0.0090241141,0.0603822148,0,0.0078011732,0.0783139075,0.5787820738,0.2140241153,0.0516724012,"unknown"
"Q3TG52",0.0379290813,0.0493718688,0.0117990911,0.0690806018,0.2341550859,0.1347434211,0.0352466529,0.427674197,"unknown"
"Q3TIX6",0.0640143771,0.054695898,0.0296708514,0.0745247695,0.0828890562,0.1388332878,0.4411012673,0.1142704925,"unknown"
"Q80UL3",0.0530325325,0.0883209035,0.0162068376,0.0653962794,0.046333449,0.0472884604,0.0245399032,0.6588816344,"unknown"
"Q8K354",0.0764278345,0.0692522439,0.0169683013,0.0615023396,0.074913866,0.0857736611,0.0668556764,0.5483060772,"unknown"
"Q9CX22",0.1911454838,0.2587101616,0.0342428699,0.2329902075,0.0830531956,0.0289937438,0.0001606172,0.1707037205,"unknown"
"Q9CZK9",0.0487795651,0.0541518675,0.0085088973,0.041197948,0.0315116816,0.0332851932,0.0133551276,0.7692097198,"unknown"
"Q9DAE2",0.0588409961,0.0584041239,0.0367616561,0.0965057938,0.0856271718,0.1790405144,0.3929358299,0.0918839141,"unknown"
"A2A432",0.0560088453,0.0947148651,0.0275942803,0.0738522441,0.0943366879,0.1259659567,0.0593564186,0.468170702,"unknown"
"A2A8Z1",0.0949399665,0.1682111597,0.1067335846,0.1813292304,0.1794042847,0.0617407566,0.0288186197,0.1788223978,"unknown"
"A2AGH6",0.1589492374,0.2188254961,0.0408108902,0.281959142,0.2019283702,0.0639944947,0.0187411052,0.0147912642,"unknown"
"A2APB8",0.0639762479,0.0591003254,0.0337740217,0.0682596467,0.0760434383,0.3955776957,0.2291106503,0.0741579741,"unknown"
"A2AQP0",0.1894700532,0.2264984118,0.0945896539,0.2575220921,0.1568270835,0.0533676597,0.0217250457,0,"unknown"
"A2AR95",0.1454942476,0.1582508513,0.0739551954,0.1647065792,0.1665898783,0.1508009712,0.0754916875,0.0647105895,"unknown"
"A2ARI4",0.167275585,0.1867791847,0.0733122104,0.1808240236,0.1208044305,0.1067334041,0.0574224607,0.106848701,"unknown"
"A2ARZ3",0.2774849973,0.2702485717,0.0600071168,0.2216966232,0.11664771,0.0539149811,0,0,"unknown"
"A2ASQ1",0.1064838601,0.1454326312,0.0586180157,0.2705519144,0.2326960576,0.1414869739,0.0447305471,0,"unknown"
"A2ATU0",0.022780187,0.0304281536,0,0.1166819421,0.4563612077,0.3133395371,0.0515862256,0.0088227469,"unknown"
"A2BDX3",0.0705495517,0.0601189056,0.0225215183,0.0592821371,0.063671355,0.2577391063,0.3380778555,0.1280395705,"unknown"
"A3KGS3",0,0.0749190639,0.0307251533,0.2066184387,0.1788658533,0.1303850535,0.2695411191,0.1089453181,"unknown"
"A3KGW5",0.0935614459,0.1230636828,0.017910305,0.1764606526,0.1973164167,0.1970415367,0.0603588581,0.1342871022,"unknown"
"A4QPC6",0.0861616979,0.103293428,0.0334682313,0.1045866123,0.1728971679,0.1389780003,0.0567378885,0.3038769739,"unknown"
"B1AY10",0.0924558274,0.1269751832,0.021290304,0.1393726728,0.1326743736,0.2045743983,0.1351035326,0.1475537082,"unknown"
"B1AZI6",0.0809808927,0.143256052,0.0604119109,0.1629638772,0.0851351043,0.1553544584,0.1810915248,0.1308061797,"unknown"
"B2RY56",0.0400710825,0.0549245762,0.0254481967,0.0720502098,0.1035422858,0.1821192592,0.3081173187,0.2137270711,"unknown"
"B9EKX1",0.2147017486,0.2841332191,0.02976103,0.1871298279,0.0927187586,0.1024911459,0.0354837322,0.0535805377,"unknown"
"O08582",0.0762567889,0.1102174098,0.0321911319,0.1167640441,0.111028339,0.1314476264,0.1237731294,0.2983215305,"unknown"
"O08585",0.0617835245,0.0754838512,0.0630323466,0.1777493807,0.1818538607,0.0839287939,0.0759206375,0.2802476049,"unknown"
"O08602",0.2498032693,0.3016737422,0.0419920893,0.218970276,0.1058864119,0.051914705,0.0155800169,0.0141794895,"unknown"
"O08688",0.2926065251,0.1983473489,0.0476572293,0.1300543549,0.0783668357,0.0611882287,0.0804123048,0.1113671726,"unknown"
"O08712",0.1996070011,0.1245802595,0.0273649997,0.1261031637,0.1288976757,0.2032406335,0.1319449264,0.0582613403,"unknown"
"O08738",0.0756998571,0.0795947292,0.0182866139,0.0497912144,0.0274081104,0.0204480128,0.0069379436,0.7218335185,"unknown"
"O08784",0.0814186165,0.1186028616,0.0393615068,0.2186138444,0.1477039027,0.1506690678,0.1127414002,0.1308888,"unknown"
"O08912",0.0772683292,0.1033152343,0.0623771125,0.3418031617,0.2114903495,0.1577976375,0.0459481753,0,"unknown"
"O09012",0.1543862508,0.1471713696,0.0270673248,0.1173523057,0.094235962,0.1057842512,0.0580065696,0.2959959663,"unknown"
"O09043",0.1210307703,0.1961487157,0.12719121,0.2861747572,0.1340555243,0.0610510997,0.0453209628,0.0290269599,"unknown"
"O09044",0.1046997602,0.173147097,0.0415339341,0.2001801748,0.1818273555,0.1516249987,0.0778689025,0.0691177772,"unknown"
"O09118",0.0922459839,0.1251417274,0.0933327632,0.140189124,0.1217686833,0.1055577694,0.119700062,0.2020638868,"unknown"
"O09172",0.1123167742,0.1407629918,0.0382897601,0.1390630744,0.1035442743,0.200188811,0.0750754687,0.1907588455,"unknown"
"O35083",0.0807834848,0.139763608,0.0384841523,0.3036862052,0.1962356943,0.1980841423,0.0429627131,0,"Endoplasmic reticulum"
"O35114",0.2161009884,0.2597554365,0.0733558603,0.2274242663,0.1094663112,0.0542998362,0.0307887177,0.0288085834,"unknown"
"O35143",0.0444268555,0.0551461981,0.0271833223,0.099963106,0.3396113094,0.2559585119,0.0928348965,0.0848758002,"unknown"
"O35153",0.0736541897,0.1216343961,0.0520387015,0.2985154084,0.2231496732,0.1409337159,0.0564728517,0.0336010635,"unknown"
"O35166",0.1594639789,0.1609602711,0.049941655,0.2067912003,0.1520534359,0.1347991429,0.0696943664,0.0662959494,"unknown"
"O35326",0.0793520619,0.0652115608,0.0354833595,0.0710598704,0.0790440381,0.0956837785,0.0947656476,0.4793996831,"unknown"
"O35387",0.121391286,0.109546075,0.0553444087,0.1275853988,0.245851329,0.2029383969,0.0734956121,0.0638474935,"unknown"
"O35566",0.3538815053,0.2445705433,0.042780364,0.1721612269,0.0891673363,0.0662262782,0,0.0312127461,"unknown"
"O35593",0.0982698906,0.0964849843,0.0308429402,0.0879942819,0.0512478854,0.0775613704,0.0804968886,0.4771017587,"unknown"
"O35604",0.1868428788,0.2890114593,0.041675764,0.3249688408,0.1053954784,0.02977024,0.0078229065,0.0145124323,"unknown"
"O35632",0.2078942964,0.2639693502,0.0280834279,0.2190300764,0.1450120857,0.086198352,0,0.0498124114,"unknown"
"O35658",0.0204953677,0.0323816767,0,0.1436014683,0.4669048221,0.3062672306,0.0303494347,0,"unknown"
"O35737",0.0838090703,0.0714164307,0.0359483756,0.0702749143,0.0656562008,0.1054778939,0.2914663918,0.2759507226,"unknown"
"O35943",0.1429359542,0.1220250832,0.0321094735,0.1779014481,0.1959663265,0.190924677,0.0943196059,0.0438174318,"unknown"
"O35972",0.0202515017,0.0356244443,0.0090725922,0.1194223467,0.4385107606,0.3331695162,0.0398000724,0.0041487659,"unknown"
"O54782",0.2227361813,0.2102605134,0.0993686096,0.2505544376,0.1068670067,0.0499044338,0.0271243041,0.0331845135,"unknown"
"O54825",0.0414937302,0.0653708077,0.0244601159,0.079579552,0.0791542286,0.1523589654,0.0658880368,0.4916945634,"unknown"
"O54879",0,0.0690992795,0.0574302585,0.0812290287,0.0722787756,0.4840985416,0.1453244981,0.090539618,"unknown"
"O54931",0.2107959412,0.1910622664,0.0758090392,0.1546639681,0.100458133,0.1335946215,0.0497521224,0.0838639082,"unknown"
"O54946",0.0895668582,0.0827409005,0.0451705126,0.103358977,0.084057944,0.2082184257,0.247590488,0.1392958939,"unknown"
"O55100",0.1434207073,0.2394627819,0.1419052045,0.2724219037,0.1083401452,0.0479672591,0.0213781492,0.0251038491,"unknown"
"O55102",0.0845632156,0.1882694393,0.1045094801,0.3207717922,0.1465447885,0.0611074571,0.0676436053,0.0265902219,"unknown"
"O55126",0.061294184,0.0722329591,0.033329125,0.1205065937,0.3640724715,0.2335778842,0.0810164659,0.0339703167,"unknown"
"O55142",0.0295939723,0.0460739563,0.0204153184,0.12337197,0.1614355201,0.1399640282,0.365718834,0.1134264006,"60S Ribosome"
"O55236",0.1591841224,0.1427223458,0.0485713518,0.0891666443,0.0997299863,0.1159765517,0.1636890587,0.1809599391,"unknown"
"O70251",0.0788808357,0.0830586035,0,0.097806881,0.07716755,0.3023920774,0.0631164097,0.2975776426,"unknown"
"O70281",0.0905962786,0.1083464407,0.0859431559,0.1896978706,0.1347623203,0.1501985673,0.0916455868,0.1488097797,"unknown"
"O70309",0.2909657043,0.2634801594,0.0554618529,0.2006380483,0.1609510867,0.0285031485,0,0,"Plasma membrane"
"O70310",0.1124251528,0.1077737832,0.048121976,0.1142221077,0.1025322902,0.1440001492,0.2380976243,0.1328269167,"unknown"
"O70496",0.1304009258,0.1594997304,0.0886629223,0.1700897857,0.0973131971,0.064745676,0.0484307591,0.2408570036,"Lysosome"
"O70551",0.0974089651,0.104410528,0.0281131915,0.115438645,0.0933727879,0.1414059703,0.274999865,0.1448500473,"unknown"
"O70579",0.0838979486,0.0955152349,0.022077685,0.1517889684,0.1514258926,0.1679505496,0.0455027303,0.2818409905,"unknown"
"O70591",0.0458799741,0.0657010816,0,0.0497593648,0.0343816509,0.0440891058,0.0379728026,0.7222160202,"unknown"
"O88271",0.029412481,0.0314562464,0.0116415504,0.0265709826,0.0299429615,0.0315847798,0.0237681111,0.8156228872,"unknown"
"O88329",0.0788204707,0.1634378271,0.0350651527,0.3255945666,0.1924043524,0.1760553715,0.028622259,0,"unknown"
"O88441",0.0623213052,0.0656474216,0.0323083103,0.1040995978,0.3572255871,0.2673508772,0.0859997778,0.0250471232,"unknown"
"O88545",0.0698704017,0.0629937636,0.0226601605,0.0595861676,0.0379533786,0.0500712911,0.0391224884,0.6577423485,"unknown"
"O88735",0.0922660819,0.1103331217,0.0208543812,0.1285724349,0.1128856824,0.2113575768,0.1222717389,0.2014589821,"unknown"
"O88792",0.3364640243,0.253892943,0.0375785989,0.1784727382,0.0938662454,0.0669572587,0.0180594946,0.014708697,"Plasma membrane"
"O88811",0.1521409438,0.1489583258,0.0891552222,0.1619401379,0.1903536412,0.079322817,0.0673737718,0.1107551403,"unknown"
"O88824",0.17841494,0.2185729907,0.0649731396,0.2191949331,0.1553057473,0.0786152573,0.0392810808,0.0456419112,"unknown"
"O89001",0.1563582532,0.1781671914,0.0544494489,0.1409339336,0.1022590862,0.1046607187,0.056081144,0.207090224,"unknown"
"P00375",0.0790397547,0.0988844675,0.0195201494,0.0643325871,0.0494403091,0.0573564679,0.0236145445,0.6078117197,"unknown"
"P00920",0.0619111755,0.0628542015,0.0211603431,0.0476207248,0.0395085413,0.0273714982,0.0135495313,0.7260239843,"unknown"
"P02463",0.0986874479,0.167880359,0.0698886521,0.1620310843,0.1331056906,0.1245332717,0.103310566,0.1405629284,"unknown"
"P05132",0.2337135732,0.2198439505,0.0317044604,0.1485667837,0.1239625654,0.0648064521,0.0114569661,0.1659452486,"unknown"
"P07742",0.1063469885,0.0985121126,0.0592964081,0.1041474542,0.1089648171,0.1049371445,0.1671002464,0.2506948286,"unknown"
"P08556",0.2879029445,0.2561764764,0.0631938207,0.1598557882,0.0900457779,0.0722294162,0.0293485834,0.0412471927,"unknown"
"P09041",0.0183506785,0.0234779533,0.011941889,0.034117092,0,0.009768932,0,0.9023434551,"unknown"
"P10493",0.1088732814,0.1376622064,0.1060406691,0.1857632809,0.1693270986,0.1544235617,0.0966347777,0.0412751241,"unknown"
"P10833",0.2229546018,0.2377921774,0.0594298289,0.2482408496,0.1415260372,0.0628156008,0.0272409044,0,"unknown"
"P10922",0.0369947651,0.0264078526,0.0305807752,0.0436079812,0.0641524234,0.6221861084,0.0920836328,0.0839864615,"unknown"
"P11157",0.0782131752,0.0921756598,0.0367449206,0.0771012545,0.0501661048,0.0825074009,0.0435135342,0.5395779501,"unknown"
"P11352",0.0658831098,0.0616116487,0.0277906745,0.0789600079,0.1348777281,0.2122349199,0.1382116831,0.2804302282,"unknown"
"P11403",0.1636187185,0.2440894284,0.1119076257,0.2275576265,0.126510377,0.0573588345,0.0349848542,0.0339725352,"unknown"
"P11404",0.075737502,0.0748746802,0.0179715111,0.0470290328,0.0440650111,0.0261161819,0.0154277967,0.6987782843,"unknown"
"P12815",0.0964140772,0.1240597123,0.0424297999,0.1188839456,0.098762461,0.0819803727,0.0398788658,0.3975907655,"unknown"
"P14142",0.1412649661,0.2047034329,0.0836881247,0.2473618469,0.1508398662,0.1278423686,0.030155692,0.0141437025,"unknown"
"P15105",0.1511399409,0.1394000865,0.047319566,0.1521001013,0.1309485335,0.1021202856,0.2193471163,0.0576243698,"unknown"
"P15116",0.1675249005,0.1646781035,0.0633693921,0.2052938699,0.1536607102,0.1204146904,0.0689299966,0.0561283368,"unknown"
"P16332",0.0546152031,0.0668914886,0.0358346705,0.1220386531,0.3741075085,0.2665560268,0.0580193611,0.0219370883,"unknown"
"P16627",0.1871386586,0.1303123616,0.0968760517,0.113807479,0.0971788349,0.0513199137,0.0251804973,0.2981862033,"unknown"
"P17047",0.0930802996,0.1935239166,0.1005533248,0.3244513075,0.1526945677,0.0562535523,0.0503204179,0.0291226136,"Lysosome"
"P19157",0.0612618075,0.0833344779,0.0191053799,0.0500110266,0.0405372254,0.0829864292,0.0506233778,0.6121402758,"unknown"
"P19258",0.0715087319,0.0790834364,0.0368795756,0.1524685116,0.3090919937,0.2054779929,0.0809382534,0.0645515046,"Mitochondrion"
"P20263",0.0605678806,0.0620701645,0.019123361,0.0740397662,0.0900740682,0.4878090742,0.1361890915,0.0701265939,"Nucleus - Chromatin"
"P21126",0.0632728983,0.0698773739,0.0275110123,0.072970942,0.0534251485,0.1111711093,0.0976369935,0.5041345221,"unknown"
"P21550",0.1225828542,0.1051660531,0.0499195957,0.0796667988,0,0.1120394123,0,0.5306252859,"unknown"
"P21836",0.1282847361,0.2856323684,0.0314219966,0.3355449256,0.148462742,0.0621024187,0.0051981583,0.0033526545,"Plasma membrane"
"P21956",0.1809218144,0.2720388477,0.0379430603,0.2461756206,0.1327221597,0.0898365411,0.0277065622,0.0126553939,"unknown"
"P23242",0.2150743362,0.2578384026,0.0404393087,0.1638392461,0.1171979993,0.1112024735,0.0497597698,0.0446484638,"Plasma membrane"
"P23492",0.0983889177,0.116985432,0.0176575909,0.0843121604,0.0488377488,0.0341452702,0.016219657,0.583453223,"unknown"
"P23881",0.0704211387,0.0643248853,0.0618234213,0.0956138242,0.0974080856,0.1897869051,0.3092005893,0.1114211505,"unknown"
"P26638",0.0751618666,0.078230355,0.0151839122,0.0483949384,0.029927468,0.0218652457,0.0135024759,0.7177337382,"unknown"
"P27612",0.0639751286,0.0629352448,0.0179576336,0.0543655927,0.0608221847,0.0501822433,0.0231418282,0.6666201442,"unknown"
"P27641",0.0868610927,0.0982939837,0.0260573209,0.11748997,0.1008241196,0.1782660336,0.0546659296,0.3375415499,"unknown"
"P28574",0.07309004,0.1078663836,0.0290884262,0.0857107403,0.0917251618,0.3329541514,0.1723381183,0.1072269783,"unknown"
"P29351",0.1316636441,0.1275021083,0.0719480988,0.1331582871,0.0917293364,0.1534734271,0.1091603992,0.1813646991,"unknown"
"P29387",0.2081670673,0.2725894503,0.036513809,0.1956639663,0.1320624202,0.091336048,0.0364530131,0.0272142259,"unknown"
"P30681",0.0306346747,0.0380631376,0.0159874436,0.0596764847,0.0558962453,0.4978007825,0.1573821636,0.144559068,"Nucleus - Chromatin"
"P31266",0.0584257253,0.0507322602,0.0394540539,0.0691065475,0.1421531697,0.4126931037,0.1582061186,0.0692290213,"unknown"
"P31809",0.326777108,0.2956848604,0.0763958775,0.1749351662,0.0800414206,0.0461655674,0,0,"unknown"
"P31996",0.2270042936,0.2711158992,0.0729151901,0.2420541316,0.1018517864,0.0331328763,0.0351257702,0.0168000526,"unknown"
"P35278",0.1316224131,0.1887809832,0.0414399466,0.2569258146,0.1613069722,0.1384592606,0.0269202499,0.0545443598,"unknown"
"P35456",0.3407327519,0.2269906812,0.1104069908,0.1509975317,0.0699579564,0,0.0325621515,0.0683519365,"unknown"
"P35550",0.034618001,0.0836363022,0.0212050132,0.1510112852,0.1003413535,0.2478232027,0.1749489495,0.1864158927,"unknown"
"P35601",0.0320058603,0.0411272009,0.0107499913,0.0573621053,0.0747305678,0.6138450504,0.1049709377,0.0652082864,"unknown"
"P35821",0.1452185963,0.156154947,0.0894080545,0.1386338934,0.1339947658,0.11100808,0.137475869,0.0881057939,"unknown"
"P35922",0.0481444488,0.0735342208,0.0211443531,0.1193252947,0.1062373611,0.1808843618,0.3629571665,0.0877727932,"unknown"
"P35951",0.165718125,0.2816954284,0.1037728803,0.2279215215,0.0910879404,0.0613759538,0.0350826583,0.0333454922,"unknown"
"P36916",0.0600896987,0.0617861658,0.0214158818,0.065975818,0.0605296739,0.0734465055,0.0344457916,0.6223104647,"unknown"
"P39054",0.1092740949,0.0913219854,0.0312753448,0.121763988,0.1223379804,0.2935301885,0.1599604466,0.0705359713,"unknown"
"P40124",0.0943631133,0.1170567919,0.0649336008,0.1913674281,0.1653138317,0.12015458,0.0516451235,0.1951655308,"unknown"
"P40201",0.0792493175,0.1083785773,0.0208631339,0.1168631073,0.1401436409,0.2670618311,0.1221089606,0.1453314315,"unknown"
"P42125",0.1498410516,0.121179265,0.0189672577,0.1671747124,0.2843192508,0.1955485963,0.04091992,0.0220499462,"unknown"
"P42669",0.0784090744,0.0919269567,0.0483484656,0.1029074968,0.1219736394,0.1254339971,0.286268355,0.1447320149,"unknown"
"P43275",0.012644421,0.0159931659,0,0.0356214233,0.0771616023,0.6588568039,0.1741926388,0.0255299449,"unknown"
"P46061",0.0502864198,0.0581332889,0.0252806062,0.081710365,0.0856333568,0.3417284666,0.2051298016,0.152097695,"unknown"
"P46638",0.0483076585,0.1762727451,0.0353743416,0.2645727321,0.1167037374,0.0884103739,0.0219305849,0.2484278264,"unknown"
"P46660",0.1301037615,0.1109550001,0.0507482483,0.1605733056,0.1249922368,0.2475389235,0.1064648876,0.0686236366,"unknown"
"P46662",0.1668485366,0.1897830113,0.1281484813,0.1438569602,0.0985767611,0.101858469,0.0858949194,0.0850328611,"unknown"
"P47754",0.1709007702,0.161075906,0.0415231612,0.1276785777,0.0757955792,0.0923341677,0.0464163687,0.2842754693,"unknown"
"P47915",0.0975896313,0.0881261736,0.0248107798,0.1538737908,0.1533288743,0.1386101505,0.2152589627,0.128401637,"60S Ribosome"
"P47955",0.086508263,0.0754612454,0.0354272254,0.1277006905,0.147057291,0.128537197,0.258145072,0.1411630156,"unknown"
"P48193",0.1208364206,0.1346978156,0.0860739901,0.1472447885,0.2552305666,0.1491543217,0.0768556943,0.0299064027,"unknown"
"P48432",0.0499424609,0.0479487095,0.0171483343,0.0635686832,0.0578670469,0.337984371,0.2761211075,0.1494192868,"Nucleus - Chromatin"
"P48614",0.0750860233,0.1110158548,0.0476394472,0.2157728125,0.1726390312,0.1657196277,0.0938059869,0.1183212164,"unknown"
"P48678",0.0205577977,0.0354758204,0.0093486521,0.0574672843,0.0610801468,0.6892753547,0.1095572469,0.0172376971,"Nucleus - Chromatin"
"P48972",0.0663993638,0.1234035696,0.0192199039,0.2406691864,0.1373708888,0.2367714596,0.041837908,0.1343277199,"unknown"
"P49282",0.1708280287,0.2503901473,0.1371527701,0.254642513,0.0945354038,0.0477481681,0.0264992928,0.0182036761,"unknown"
"P50171",0.0883135423,0.0741641041,0.0262403,0.0972964185,0.1308845253,0.3315775716,0.1412181379,0.1103054003,"unknown"
"P50396",0.0480433566,0.0735094283,0.029250695,0.1094784721,0.060554922,0.0654948704,0,0.6136682556,"unknown"
"P50544",0.0649384999,0.0562477263,0.0296857914,0.0847224978,0.4006696002,0.2204498159,0.1261783919,0.0171076767,"unknown"
"P51791",0.1330936905,0.2030988913,0.0583923763,0.2793802577,0.153644272,0.0810890708,0.0446899968,0.0466114447,"unknown"
"P51859",0.0671426492,0.0610041332,0.0429539825,0.046999518,0.0532995714,0.1400819003,0.0726702466,0.5158479988,"unknown"
"P51865",0.1356960407,0.1964678275,0.0544886981,0.2929969427,0.1596437612,0.116707361,0.0382506189,0.0057487499,"unknown"
"P52624",0.0637450351,0.0736954826,0.0106593234,0.0371223088,0.0185097639,0.0132052707,0.0068147147,0.776248101,"Cytosol"
"P52825",0.042945957,0.0532030135,0.0191925418,0.1145227653,0.4136945236,0.265371011,0.0702569493,0.0208132386,"unknown"
"P53994",0.1540909515,0.1320810664,0.1649818067,0.1874765274,0.1422196254,0.1068874811,0.0934046359,0.0188579055,"unknown"
"P54775",0.0728426486,0.0537706233,0.0235106993,0.0458422334,0.033882369,0.0404594305,0.0420807324,0.6876112635,"unknown"
"P54923",0.05147015,0.076422846,0.0597023027,0.106034631,0.1376330106,0.0920085581,0.0885722037,0.388156298,"unknown"
"P55144",0.1871224754,0.2466799175,0.1224722094,0.2016518783,0.095182178,0.0708299317,0.0381399709,0.0379214388,"unknown"
"P55258",0.2974265382,0.2004827635,0.0542640913,0.1634622775,0.0991210369,0.0795090733,0.0468274514,0.0589067679,"unknown"
"P57746",0.1431415255,0.1687873431,0.057799619,0.1815927475,0.1084144103,0.0963688372,0.0516716179,0.1922238996,"unknown"
